id	Area	Not_Highschool_Graduated_2017	Highschool_Graduated_2017	Some_College_Graduated_2017	College_Graduated_2017	Unemployment_rate_2017
55107	Rusk County	0.204	0.309	0.333	0.148	0.031
39095	Lucas County	0.073	0.426	0.332	0.256	0.031
51195	Wise County	0.15	0.346	0.332	0.139	0.031
18089	Lake County	0.114	0.333	0.33	0.214	0.031
30099	Teton County	0.073	0.172	0.329	0.237	0.031
38051	McIntosh County	0.172	0.361	0.328	0.172	0.031
18097	Marion County	0.138	0.376	0.326	0.297	0.031
19000	Iowa	0.082	0.315	0.326	0.277	0.031
20139	Osage County	0.091	0.376	0.326	0.207	0.031
31043	Dakota County	0.053	0.211	0.325	0.126	0.031
15007	Kauai County	0.082	0.312	0.323	0.282	0.031
47115	Marion County	0.193	0.353	0.319	0.13	0.031
19089	Howard County	0.111	0.368	0.318	0.146	0.031
18149	Starke County	0.169	0.401	0.317	0.114	0.031
18151	Steuben County	0.107	0.375	0.315	0.203	0.031
48409	San Patricio County	0.218	0.324	0.315	0.143	0.031
48029	Bexar County	0.163	0.254	0.31	0.273	0.031
31039	Cuming County	0.129	0.354	0.304	0.212	0.031
29067	Douglas County	0.174	0.336	0.301	0.094	0.031
29186	Ste. Genevieve County	0.127	0.418	0.299	0.156	0.031
46065	Hughes County	0.194	0.386	0.296	0.344	0.031
48441	Taylor County	0.232	0.36	0.294	0.241	0.031
19029	Cass County	0.106	0.407	0.291	0.196	0.031
40127	Pushmataha County	0.171	0.386	0.291	0.152	0.031
19165	Shelby County	0.079	0.209	0.289	0.212	0.031
30007	Broadwater County	0.055	0.371	0.288	0.286	0.031
50013	Grand Isle County	0.062	0.268	0.287	0.383	0.031
46057	Hamlin County	0.074	0.425	0.285	0.216	0.031
29033	Carroll County	0.174	0.345	0.284	0.171	0.031
25007	Dukes County	0.034	0.22	0.283	0.463	0.031
38001	Adams County	0.164	0.407	0.281	0.274	0.031
27121	Pope County	0.16	0.341	0.277	0.222	0.031
19181	Warren County	0.09	0.441	0.275	0.304	0.031
19175	Union County	0.161	0.363	0.275	0.161	0.031
54021	Gilmer County	0.189	0.351	0.275	0.16	0.031
48247	Jim Hogg County	0.284	0.331	0.272	0.113	0.031
18175	Washington County	0.176	0.448	0.27	0.121	0.031
27031	Cook County	0.213	0.373	0.267	0.404	0.031
55003	Ashland County	0.116	0.425	0.258	0.217	0.031
19127	Marshall County	0.149	0.396	0.257	0.196	0.031
49031	Piute County	0.159	0.366	0.248	0.227	0.031
48105	Crockett County	0.208	0.415	0.247	0.089	0.031
47183	Weakley County	0.16	0.392	0.24	0.208	0.031
55081	Monroe County	0.17	0.467	0.238	0.195	0.031
55045	Green County	0.243	0.412	0.235	0.232	0.031
29163	Pike County	0.189	0.33	0.233	0.155	0.031
29225	Webster County	0.191	0.491	0.206	0.157	0.031
40147	Washington County	0.07	0.343	0.422	0.27	0.032
40081	Lincoln County	0.058	0.33	0.413	0.143	0.032
20187	Stanton County	0.08	0.337	0.407	0.226	0.032
19057	Des Moines County	0.08	0.326	0.396	0.198	0.032
31003	Antelope County	0.092	0.327	0.395	0.186	0.032
30005	Blaine County	0.114	0.288	0.392	0.207	0.032
20155	Reno County	0.123	0.289	0.388	0.2	0.032
20035	Cowley County	0.1	0.315	0.382	0.203	0.032
20159	Rice County	0.109	0.293	0.373	0.225	0.032
31001	Adams County	0.062	0.393	0.371	0.235	0.032
27017	Carlton County	0.061	0.357	0.367	0.215	0.032
48137	Edwards County	0.175	0.27	0.367	0.206	0.032
27073	Lac qui Parle County	0.067	0.377	0.367	0.19	0.032
55119	Taylor County	0.09	0.401	0.366	0.144	0.032
27113	Pennington County	0.075	0.373	0.365	0.187	0.032
19069	Franklin County	0.108	0.367	0.364	0.161	0.032
46103	Pennington County	0.065	0.277	0.363	0.296	0.032
16019	Bonneville County	0.085	0.262	0.36	0.293	0.032
19009	Audubon County	0.095	0.412	0.356	0.137	0.032
19113	Linn County	0.107	0.399	0.353	0.323	0.032
27071	Koochiching County	0.074	0.386	0.353	0.187	0.032
38043	Kidder County	0.097	0.36	0.352	0.192	0.032
48283	La Salle County	0.113	0.362	0.348	0.151	0.032
8077	Mesa County	0.098	0.283	0.347	0.272	0.032
26129	Ogemaw County	0.15	0.386	0.346	0.118	0.032
27057	Hubbard County	0.073	0.316	0.344	0.266	0.032
15009	Maui County	0.079	0.315	0.344	0.263	0.032
27039	Dodge County	0.108	0.358	0.344	0.246	0.032
48125	Dickens County	0.197	0.311	0.34	0.152	0.032
31135	Perkins County	0.083	0.386	0.337	0.229	0.032
20003	Anderson County	0.092	0.386	0.336	0.186	0.032
46069	Hyde County	0.206	0.388	0.334	0.196	0.032
46015	Brule County	0.134	0.28	0.332	0.254	0.032
8073	Lincoln County	0.219	0.358	0.332	0.132	0.032
46009	Bon Homme County	0.112	0.368	0.33	0.19	0.032
6077	San Joaquin County	0.216	0.274	0.33	0.181	0.032
30095	Stillwater County	0.047	0.375	0.329	0.25	0.032
20179	Sheridan County	0.093	0.32	0.329	0.246	0.032
15001	Hawaii County	0.077	0.311	0.325	0.286	0.032
48053	Burnet County	0.127	0.308	0.324	0.241	0.032
38057	Mercer County	0.078	0.411	0.324	0.227	0.032
20057	Ford County	0.104	0.38	0.324	0.183	0.032
46017	Buffalo County	0.083	0.413	0.324	0.089	0.032
24017	Charles County	0.073	0.32	0.322	0.285	0.032
55099	Price County	0.096	0.412	0.322	0.17	0.032
20149	Pottawatomie County	0.053	0.292	0.319	0.335	0.032
48363	Palo Pinto County	0.166	0.349	0.319	0.166	0.032
55039	Fond du Lac County	0.082	0.372	0.317	0.229	0.032
19027	Carroll County	0.085	0.424	0.317	0.225	0.032
46097	Miner County	0.105	0.38	0.315	0.201	0.032
23003	Aroostook County	0.124	0.38	0.311	0.185	0.032
5045	Faulkner County	0.088	0.305	0.31	0.297	0.032
48231	Hunt County	0.155	0.345	0.309	0.191	0.032
40117	Pawnee County	0.099	0.433	0.309	0.157	0.032
18163	Vanderburgh County	0.105	0.327	0.306	0.262	0.032
1117	Shelby County	0.079	0.458	0.304	0.422	0.032
19067	Floyd County	0.106	0.309	0.302	0.209	0.032
19053	Decatur County	0.194	0.358	0.299	0.215	0.032
29209	Stone County	0.232	0.336	0.298	0.184	0.032
18147	Spencer County	0.102	0.445	0.295	0.159	0.032
40033	Cotton County	0.139	0.413	0.291	0.158	0.032
31159	Seward County	0.328	0.267	0.284	0.281	0.032
29093	Iron County	0.081	0.452	0.283	0.117	0.032
51153	Prince William County	0.112	0.209	0.281	0.398	0.032
28159	Winston County	0.228	0.362	0.281	0.159	0.032
19073	Greene County	0.134	0.425	0.28	0.206	0.032
48305	Lynn County	0.231	0.325	0.275	0.17	0.032
49021	Iron County	0.193	0.421	0.27	0.287	0.032
48041	Brazos County	0.141	0.2	0.263	0.396	0.032
45081	Saluda County	0.22	0.355	0.262	0.163	0.032
47081	Hickman County	0.225	0.425	0.258	0.11	0.032
19183	Washington County	0.158	0.266	0.257	0.211	0.032
22121	West Baton Rouge Parish	0.171	0.375	0.253	0.201	0.032
40027	Cleveland County	0.127	0.451	0.252	0.321	0.032
51057	Essex County	0.106	0.254	0.252	0.189	0.032
29155	Pemiscot County	0.256	0.382	0.243	0.12	0.032
48399	Runnels County	0.215	0.36	0.234	0.191	0.032
51113	Madison County	0.204	0.459	0.222	0.269	0.032
51107	Loudoun County	0.065	0.129	0.208	0.598	0.032
48197	Hardeman County	0.216	0.476	0.199	0.144	0.032
48291	Liberty County	0.202	0.488	0.198	0.093	0.032
31085	Hayes County	0.116	0.245	0.467	0.172	0.033
49015	Emery County	0.067	0.325	0.458	0.15	0.033
49039	Sanpete County	0.109	0.273	0.426	0.192	0.033
38091	Steele County	0.038	0.308	0.398	0.256	0.033
46102	Oglala Lakota County	0.244	0.25	0.382	0.124	0.033
27135	Roseau County	0.078	0.349	0.381	0.192	0.033
20135	Ness County	0.088	0.346	0.375	0.19	0.033
20175	Seward County	0.07	0.277	0.373	0.121	0.033
48175	Goliad County	0.104	0.351	0.369	0.176	0.033
27029	Clearwater County	0.106	0.351	0.369	0.153	0.033
27137	St. Louis County	0.064	0.284	0.368	0.284	0.033
23005	Cumberland County	0.114	0.381	0.354	0.45	0.033
5007	Benton County	0.072	0.355	0.354	0.317	0.033
47091	Johnson County	0.169	0.318	0.351	0.109	0.033
19129	Mills County	0.074	0.352	0.346	0.228	0.033
18171	Warren County	0.043	0.31	0.343	0.194	0.033
19105	Jones County	0.077	0.411	0.339	0.172	0.033
27107	Norman County	0.092	0.399	0.334	0.175	0.033
19001	Adair County	0.06	0.45	0.334	0.157	0.033
38089	Stark County	0.096	0.383	0.333	0.238	0.033
20141	Osborne County	0.08	0.367	0.33	0.223	0.033
27147	Steele County	0.075	0.35	0.328	0.246	0.033
55017	Chippewa County	0.101	0.369	0.322	0.202	0.033
40091	McIntosh County	0.198	0.309	0.322	0.136	0.033
55111	Sauk County	0.09	0.354	0.321	0.234	0.033
46093	Meade County	0.179	0.297	0.317	0.247	0.033
46077	Kingsbury County	0.093	0.37	0.315	0.222	0.033
31119	Madison County	0.178	0.385	0.312	0.204	0.033
54095	Tyler County	0.154	0.418	0.307	0.136	0.033
23001	Androscoggin County	0.102	0.37	0.306	0.221	0.033
5077	Lee County	0.101	0.245	0.306	0.084	0.033
48135	Ector County	0.25	0.294	0.305	0.15	0.033
16053	Jerome County	0.241	0.324	0.304	0.13	0.033
18153	Sullivan County	0.135	0.436	0.304	0.125	0.033
29000	Missouri	0.108	0.309	0.301	0.282	0.033
37199	Yancey County	0.168	0.335	0.3	0.197	0.033
51047	Culpeper County	0.151	0.317	0.297	0.234	0.033
29129	Mercer County	0.154	0.38	0.295	0.176	0.033
19103	Johnson County	0.083	0.315	0.294	0.527	0.033
48497	Wise County	0.244	0.322	0.294	0.172	0.033
12081	Manatee County	0.111	0.306	0.292	0.291	0.033
19041	Clay County	0.173	0.447	0.291	0.217	0.033
51061	Fauquier County	0.086	0.274	0.288	0.353	0.033
29051	Cole County	0.086	0.317	0.283	0.314	0.033
21229	Washington County	0.195	0.411	0.281	0.177	0.033
51073	Gloucester County	0.075	0.338	0.277	0.228	0.033
48501	Yoakum County	0.298	0.28	0.272	0.151	0.033
50021	Rutland County	0.082	0.347	0.271	0.3	0.033
46081	Lawrence County	0.22	0.408	0.27	0.309	0.033
48157	Fort Bend County	0.103	0.172	0.268	0.457	0.033
4023	Santa Cruz County	0.246	0.264	0.268	0.221	0.033
6113	Yolo County	0.139	0.189	0.267	0.406	0.033
20091	Johnson County	0.049	0.164	0.261	0.546	0.033
31075	Grant County	0.174	0.448	0.255	0.23	0.033
26161	Washtenaw County	0.049	0.153	0.254	0.543	0.033
51630	Fredericksburg city	0.087	0.229	0.254	0.429	0.033
48249	Jim Wells County	0.27	0.363	0.254	0.113	0.033
47107	McMinn County	0.16	0.434	0.252	0.154	0.033
48057	Calhoun County	0.158	0.477	0.242	0.162	0.033
51079	Greene County	0.176	0.327	0.241	0.267	0.033
5037	Cross County	0.196	0.436	0.23	0.138	0.033
48479	Webb County	0.333	0.269	0.223	0.174	0.033
48275	Knox County	0.32	0.373	0.207	0.205	0.033
51133	Northumberland County	0.138	0.503	0.206	0.264	0.033
48109	Culberson County	0.366	0.338	0.206	0.09	0.033
55041	Forest County	0.201	0.549	0.18	0.145	0.033
6089	Shasta County	0.093	0.257	0.436	0.214	0.034
31145	Red Willow County	0.059	0.339	0.415	0.187	0.034
20157	Republic County	0.049	0.328	0.39	0.233	0.034
26071	Iron County	0.075	0.248	0.39	0.185	0.034
17199	Williamson County	0.091	0.3	0.384	0.225	0.034
49011	Davis County	0.044	0.211	0.383	0.362	0.034
20185	Stafford County	0.115	0.276	0.382	0.226	0.034
19187	Webster County	0.086	0.332	0.377	0.204	0.034
29047	Clay County	0.11	0.366	0.375	0.319	0.034
49013	Duchesne County	0.126	0.36	0.37	0.145	0.034
29087	Holt County	0.079	0.345	0.366	0.217	0.034
48421	Sherman County	0.074	0.381	0.362	0.214	0.034
47189	Wilson County	0.122	0.361	0.361	0.297	0.034
31067	Gage County	0.101	0.34	0.356	0.203	0.034
38087	Slope County	0.117	0.26	0.354	0.268	0.034
27045	Fillmore County	0.079	0.378	0.351	0.207	0.034
25011	Franklin County	0.08	0.373	0.344	0.368	0.034
37009	Ashe County	0.151	0.314	0.341	0.195	0.034
26157	Tuscola County	0.107	0.416	0.339	0.138	0.034
16067	Minidoka County	0.226	0.294	0.338	0.142	0.034
46101	Moody County	0.101	0.325	0.334	0.239	0.034
47031	Coffee County	0.146	0.293	0.334	0.189	0.034
30101	Toole County	0.156	0.363	0.333	0.148	0.034
26083	Keweenaw County	0.053	0.364	0.332	0.251	0.034
55078	Menominee County	0.078	0.433	0.331	0.159	0.034
48143	Erath County	0.149	0.244	0.329	0.278	0.034
12101	Pasco County	0.113	0.331	0.329	0.227	0.034
18003	Allen County	0.106	0.292	0.328	0.275	0.034
48131	Duval County	0.106	0.279	0.328	0.087	0.034
48253	Jones County	0.178	0.311	0.326	0.109	0.034
8015	Chaffee County	0.084	0.269	0.323	0.324	0.034
48385	Real County	0.202	0.255	0.323	0.219	0.034
17123	Marshall County	0.149	0.333	0.322	0.174	0.034
29195	Saline County	0.099	0.329	0.321	0.187	0.034
18073	Jasper County	0.113	0.392	0.321	0.149	0.034
30039	Granite County	0.103	0.327	0.32	0.25	0.034
19087	Henry County	0.099	0.303	0.319	0.199	0.034
48021	Bastrop County	0.193	0.289	0.315	0.203	0.034
51159	Richmond County	0.17	0.308	0.312	0.134	0.034
48307	McCulloch County	0.211	0.319	0.31	0.16	0.034
46007	Bennett County	0.205	0.315	0.307	0.173	0.034
17203	Woodford County	0.054	0.333	0.302	0.311	0.034
27063	Jackson County	0.203	0.356	0.3	0.202	0.034
18161	Union County	0.241	0.377	0.3	0.176	0.034
18115	Ohio County	0.117	0.442	0.299	0.142	0.034
51089	Henry County	0.194	0.339	0.297	0.128	0.034
51680	Lynchburg city	0.12	0.248	0.296	0.336	0.034
5001	Arkansas County	0.174	0.39	0.295	0.141	0.034
51620	Franklin city	0.181	0.274	0.292	0.253	0.034
25001	Barnstable County	0.044	0.25	0.289	0.417	0.034
55037	Florence County	0.159	0.329	0.287	0.161	0.034
46039	Deuel County	0.097	0.416	0.286	0.201	0.034
24021	Frederick County	0.074	0.246	0.276	0.405	0.034
18135	Randolph County	0.214	0.367	0.273	0.137	0.034
51031	Campbell County	0.095	0.313	0.272	0.215	0.034
46041	Dewey County	0.089	0.422	0.271	0.146	0.034
31055	Douglas County	0.047	0.183	0.27	0.379	0.034
18137	Ripley County	0.213	0.397	0.27	0.182	0.034
31095	Jefferson County	0.191	0.329	0.268	0.147	0.034
5111	Poinsett County	0.205	0.431	0.267	0.098	0.034
29101	Johnson County	0.043	0.145	0.266	0.284	0.034
18033	DeKalb County	0.264	0.34	0.266	0.178	0.034
22119	Webster Parish	0.187	0.394	0.265	0.155	0.034
29181	Ripley County	0.12	0.432	0.265	0.119	0.034
48079	Cochran County	0.336	0.296	0.263	0.105	0.034
48107	Crosby County	0.25	0.36	0.261	0.13	0.034
18005	Bartholomew County	0.098	0.335	0.255	0.312	0.034
48011	Armstrong County	0.107	0.486	0.255	0.236	0.034
47043	Dickson County	0.171	0.431	0.252	0.147	0.034
27081	Lincoln County	0.213	0.429	0.25	0.197	0.034
29153	Ozark County	0.154	0.461	0.249	0.136	0.034
50001	Addison County	0.072	0.313	0.248	0.367	0.034
51147	Prince Edward County	0.174	0.329	0.247	0.249	0.034
51097	King and Queen County	0.145	0.419	0.247	0.189	0.034
25015	Hampshire County	0.055	0.245	0.244	0.456	0.034
27163	Washington County	0.213	0.418	0.238	0.423	0.034
51139	Page County	0.19	0.448	0.23	0.132	0.034
51003	Albemarle County	0.086	0.177	0.215	0.523	0.034
47135	Perry County	0.2	0.42	0.211	0.108	0.034
41055	Sherman County	0.071	0.358	0.395	0.176	0.035
27035	Crow Wing County	0.066	0.304	0.384	0.246	0.035
29099	Jefferson County	0.122	0.283	0.382	0.198	0.035
55055	Jefferson County	0.147	0.315	0.377	0.239	0.035
27161	Waseca County	0.072	0.354	0.372	0.202	0.035
34007	Camden County	0.085	0.312	0.367	0.311	0.035
55139	Winnebago County	0.084	0.344	0.364	0.273	0.035
27145	Stearns County	0.08	0.287	0.361	0.272	0.035
40075	Kiowa County	0.099	0.268	0.357	0.171	0.035
51063	Floyd County	0.101	0.334	0.356	0.194	0.035
48065	Carson County	0.069	0.285	0.354	0.292	0.035
20033	Comanche County	0.101	0.327	0.353	0.185	0.035
55103	Richland County	0.071	0.38	0.352	0.188	0.035
20079	Harvey County	0.088	0.263	0.349	0.3	0.035
19161	Sac County	0.079	0.376	0.348	0.198	0.035
6051	Mono County	0.153	0.189	0.343	0.315	0.035
39063	Hancock County	0.074	0.386	0.342	0.271	0.035
32033	White Pine County	0.151	0.361	0.342	0.146	0.035
18051	Gibson County	0.092	0.405	0.335	0.168	0.035
30013	Cascade County	0.081	0.311	0.334	0.273	0.035
30053	Lincoln County	0.085	0.384	0.334	0.204	0.035
29021	Buchanan County	0.07	0.408	0.332	0.199	0.035
18065	Henry County	0.108	0.34	0.331	0.165	0.035
30000	Montana	0.07	0.293	0.329	0.307	0.035
55077	Marquette County	0.054	0.31	0.328	0.136	0.035
46115	Spink County	0.08	0.374	0.327	0.219	0.035
51143	Pittsylvania County	0.176	0.356	0.327	0.141	0.035
39125	Paulding County	0.099	0.33	0.327	0.14	0.035
5025	Cleveland County	0.16	0.351	0.323	0.17	0.035
48355	Nueces County	0.178	0.292	0.321	0.209	0.035
18099	Marshall County	0.073	0.421	0.321	0.198	0.035
27133	Rock County	0.098	0.369	0.319	0.218	0.035
26151	Sanilac County	0.122	0.424	0.315	0.139	0.035
48031	Blanco County	0.101	0.301	0.314	0.285	0.035
48481	Wharton County	0.211	0.325	0.314	0.15	0.035
45007	Anderson County	0.118	0.374	0.308	0.208	0.035
5039	Dallas County	0.187	0.366	0.305	0.141	0.035
48243	Jeff Davis County	0.23	0.365	0.303	0.363	0.035
5119	Pulaski County	0.096	0.265	0.302	0.337	0.035
18121	Parke County	0.145	0.427	0.302	0.126	0.035
28161	Yalobusha County	0.19	0.37	0.3	0.14	0.035
51735	Poquoson city	0.041	0.245	0.299	0.415	0.035
12085	Martin County	0.165	0.427	0.298	0.323	0.035
21175	Morgan County	0.134	0.347	0.298	0.122	0.035
46045	Edmunds County	0.093	0.36	0.297	0.25	0.035
24001	Allegany County	0.105	0.417	0.295	0.182	0.035
46137	Ziebach County	0.166	0.393	0.292	0.149	0.035
47069	Hardeman County	0.225	0.34	0.291	0.109	0.035
48073	Cherokee County	0.205	0.382	0.289	0.181	0.035
51085	Hanover County	0.071	0.262	0.288	0.379	0.035
13211	Morgan County	0.085	0.414	0.288	0.221	0.035
47099	Lawrence County	0.16	0.397	0.288	0.122	0.035
51111	Lunenburg County	0.237	0.37	0.288	0.106	0.035
29031	Cape Girardeau County	0.097	0.318	0.287	0.298	0.035
48295	Lipscomb County	0.186	0.339	0.286	0.188	0.035
51185	Tazewell County	0.203	0.358	0.286	0.152	0.035
39029	Columbiana County	0.125	0.452	0.284	0.139	0.035
51011	Appomattox County	0.151	0.359	0.283	0.206	0.035
29071	Franklin County	0.127	0.306	0.283	0.204	0.035
40015	Caddo County	0.139	0.408	0.283	0.17	0.035
48017	Bailey County	0.297	0.276	0.283	0.144	0.035
46011	Brookings County	0.039	0.275	0.282	0.404	0.035
55069	Lincoln County	0.07	0.326	0.274	0.173	0.035
55001	Adams County	0.205	0.348	0.274	0.125	0.035
25005	Bristol County	0.157	0.298	0.272	0.273	0.035
40005	Atoka County	0.172	0.412	0.271	0.146	0.035
47157	Shelby County	0.119	0.431	0.27	0.306	0.035
18009	Blackford County	0.123	0.499	0.267	0.111	0.035
54101	Webster County	0.206	0.438	0.266	0.105	0.035
29027	Callaway County	0.14	0.38	0.264	0.216	0.035
49041	Sevier County	0.282	0.348	0.263	0.168	0.035
18039	Elkhart County	0.192	0.359	0.262	0.187	0.035
28163	Yazoo County	0.236	0.36	0.261	0.143	0.035
48429	Stephens County	0.184	0.361	0.259	0.168	0.035
18159	Tipton County	0.11	0.42	0.257	0.213	0.035
51083	Halifax County	0.231	0.372	0.257	0.159	0.035
26115	Monroe County	0.223	0.427	0.256	0.186	0.035
47105	Loudon County	0.146	0.337	0.255	0.262	0.035
48255	Karnes County	0.244	0.363	0.255	0.137	0.035
29017	Bollinger County	0.202	0.463	0.241	0.094	0.035
20165	Rush County	0.152	0.459	0.24	0.231	0.035
48127	Dimmit County	0.357	0.307	0.235	0.101	0.035
5049	Fulton County	0.083	0.183	0.232	0.121	0.035
50009	Essex County	0.147	0.284	0.228	0.147	0.035
48245	Jefferson County	0.255	0.415	0.224	0.189	0.035
48165	Gaines County	0.383	0.302	0.204	0.112	0.035
48169	Garza County	0.42	0.276	0.202	0.102	0.035
48489	Willacy County	0.346	0.367	0.197	0.09	0.035
49033	Rich County	0.019	0.314	0.44	0.228	0.036
51720	Norton city	0.167	0.243	0.42	0.17	0.036
48345	Motley County	0.102	0.327	0.414	0.156	0.036
53017	Douglas County	0.052	0.295	0.401	0.183	0.036
41039	Lane County	0.065	0.31	0.385	0.296	0.036
16017	Bonner County	0.089	0.303	0.384	0.224	0.036
29011	Barton County	0.124	0.327	0.38	0.174	0.036
38031	Foster County	0.112	0.276	0.376	0.237	0.036
31009	Blaine County	0.011	0.374	0.374	0.242	0.036
53067	Thurston County	0.062	0.221	0.373	0.344	0.036
41015	Curry County	0.169	0.268	0.364	0.235	0.036
39051	Fulton County	0.124	0.336	0.363	0.173	0.036
26027	Cass County	0.086	0.34	0.358	0.181	0.036
48007	Aransas County	0.164	0.285	0.356	0.195	0.036
49051	Wasatch County	0.07	0.188	0.355	0.387	0.036
17017	Cass County	0.12	0.344	0.355	0.134	0.036
17195	Whiteside County	0.104	0.365	0.35	0.181	0.036
19095	Iowa County	0.061	0.346	0.349	0.202	0.036
20105	Lincoln County	0.134	0.367	0.349	0.199	0.036
48367	Parker County	0.106	0.277	0.348	0.269	0.036
46089	McPherson County	0.184	0.318	0.345	0.153	0.036
34015	Gloucester County	0.102	0.327	0.343	0.31	0.036
48009	Archer County	0.088	0.334	0.342	0.236	0.036
51167	Russell County	0.171	0.324	0.336	0.136	0.036
45051	Horry County	0.107	0.328	0.335	0.23	0.036
48139	Ellis County	0.068	0.243	0.333	0.221	0.036
6071	San Bernardino County	0.208	0.262	0.332	0.198	0.036
29037	Cass County	0.076	0.338	0.328	0.258	0.036
29089	Howard County	0.104	0.423	0.327	0.255	0.036
35047	San Miguel County	0.195	0.283	0.327	0.196	0.036
47181	Wayne County	0.144	0.302	0.326	0.111	0.036
5091	Miller County	0.149	0.368	0.325	0.158	0.036
30111	Yellowstone County	0.071	0.304	0.323	0.302	0.036
29183	St. Charles County	0.055	0.253	0.32	0.371	0.036
19013	Black Hawk County	0.089	0.315	0.32	0.275	0.036
48257	Kaufman County	0.14	0.333	0.32	0.207	0.036
29061	Daviess County	0.109	0.354	0.32	0.173	0.036
20000	Kansas	0.095	0.262	0.319	0.323	0.036
48333	Mills County	0.171	0.28	0.319	0.23	0.036
20077	Harper County	0.111	0.395	0.319	0.175	0.036
51145	Powhatan County	0.092	0.306	0.318	0.284	0.036
19055	Delaware County	0.086	0.427	0.318	0.169	0.036
29137	Monroe County	0.088	0.278	0.316	0.144	0.036
19097	Jackson County	0.079	0.246	0.314	0.186	0.036
18059	Hancock County	0.061	0.324	0.313	0.301	0.036
20055	Finney County	0.287	0.23	0.311	0.173	0.036
5093	Mississippi County	0.177	0.392	0.31	0.122	0.036
48273	Kleberg County	0.221	0.229	0.309	0.241	0.036
51035	Carroll County	0.114	0.416	0.308	0.145	0.036
19019	Buchanan County	0.117	0.377	0.307	0.19	0.036
29117	Livingston County	0.107	0.435	0.307	0.188	0.036
18127	Porter County	0.077	0.343	0.305	0.275	0.036
12000	Florida	0.124	0.29	0.302	0.285	0.036
55053	Jackson County	0.172	0.33	0.301	0.138	0.036
28111	Perry County	0.166	0.403	0.301	0.106	0.036
29043	Christian County	0.111	0.425	0.3	0.279	0.036
30035	Glacier County	0.112	0.405	0.3	0.184	0.036
6047	Merced County	0.311	0.251	0.3	0.138	0.036
48321	Matagorda County	0.225	0.329	0.299	0.147	0.036
23027	Waldo County	0.071	0.328	0.298	0.303	0.036
5123	St. Francis County	0.213	0.394	0.298	0.095	0.036
22013	Bienville Parish	0.155	0.424	0.297	0.124	0.036
19123	Mahaska County	0.081	0.388	0.292	0.238	0.036
48047	Brooks County	0.195	0.377	0.292	0.147	0.036
47147	Robertson County	0.133	0.395	0.291	0.181	0.036
37195	Wilson County	0.193	0.33	0.289	0.188	0.036
29125	Maries County	0.161	0.416	0.286	0.136	0.036
40107	Okfuskee County	0.212	0.381	0.286	0.121	0.036
18037	Dubois County	0.115	0.386	0.285	0.214	0.036
29103	Knox County	0.063	0.352	0.28	0.159	0.036
48211	Hemphill County	0.241	0.254	0.278	0.227	0.036
48075	Childress County	0.17	0.366	0.278	0.185	0.036
48085	Collin County	0.064	0.151	0.276	0.509	0.036
27053	Hennepin County	0.07	0.172	0.276	0.482	0.036
18131	Pulaski County	0.199	0.401	0.274	0.118	0.036
31079	Hall County	0.218	0.275	0.271	0.198	0.036
29177	Ray County	0.118	0.467	0.271	0.144	0.036
48117	Deaf Smith County	0.27	0.32	0.268	0.142	0.036
12121	Suwannee County	0.198	0.397	0.268	0.137	0.036
19049	Dallas County	0.169	0.424	0.267	0.491	0.036
28135	Tallahatchie County	0.291	0.346	0.262	0.101	0.036
12029	Dixie County	0.209	0.439	0.261	0.091	0.036
27037	Dakota County	0.265	0.35	0.259	0.411	0.036
19153	Polk County	0.233	0.382	0.258	0.353	0.036
18105	Monroe County	0.158	0.358	0.257	0.458	0.036
42017	Bucks County	0.063	0.293	0.25	0.394	0.036
36117	Wayne County	0.249	0.374	0.25	0.217	0.036
29069	Dunklin County	0.257	0.365	0.25	0.129	0.036
51163	Rockbridge County	0.143	0.351	0.248	0.258	0.036
13149	Heard County	0.197	0.449	0.247	0.108	0.036
51760	Richmond city	0.155	0.23	0.241	0.375	0.036
21201	Robertson County	0.253	0.334	0.24	0.172	0.036
51029	Buckingham County	0.231	0.415	0.24	0.114	0.036
29135	Moniteau County	0.162	0.429	0.234	0.175	0.036
19111	Lee County	0.3	0.393	0.223	0.157	0.036
47003	Bedford County	0.13	0.515	0.216	0.157	0.036
29111	Lewis County	0.26	0.405	0.214	0.144	0.036
18087	LaGrange County	0.367	0.335	0.2	0.099	0.036
48377	Presidio County	0.475	0.182	0.141	0.202	0.036
20017	Chase County	0.109	0.254	0.442	0.251	0.037
54045	Logan County	0.084	0.302	0.423	0.087	0.037
35017	Grant County	0.072	0.342	0.401	0.27	0.037
45041	Florence County	0.074	0.371	0.394	0.225	0.037
49045	Tooele County	0.081	0.302	0.391	0.226	0.037
21199	Pulaski County	0.142	0.36	0.386	0.152	0.037
27059	Isanti County	0.083	0.359	0.385	0.173	0.037
56015	Goshen County	0.086	0.287	0.383	0.244	0.037
5051	Garland County	0.118	0.309	0.372	0.201	0.037
16029	Caribou County	0.08	0.352	0.368	0.201	0.037
4021	Pinal County	0.148	0.299	0.368	0.186	0.037
19003	Adams County	0.1	0.297	0.368	0.173	0.037
41063	Wallowa County	0.071	0.305	0.366	0.258	0.037
23031	York County	0.06	0.294	0.365	0.309	0.037
27005	Becker County	0.074	0.321	0.364	0.24	0.037
20167	Russell County	0.089	0.313	0.356	0.242	0.037
8021	Conejos County	0.15	0.304	0.354	0.192	0.037
30003	Big Horn County	0.119	0.352	0.354	0.176	0.037
